no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,2,4,0,8.664373783584963,0,0,0,13.020777312548399,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,1,3,0,8.724068355620622,0,0,0,14.887136454951369,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,13.206124432031963,0,0,0,12.681479337306826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,4.621599924877713,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,2,0,0.7825566810065498,0,0,0,10.271727029723042,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,7.533367617780273,0,0,0,13.255883199823716,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,2.705467314646658,0,0,0,13.429776223652897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,16.77159272359704,0,0,0,9.102912489206211,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,15.101230422560624,0,0,0,10.841756183289997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,10.459242971777526,0,0,0,12.582222247517887,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,3.6132483604972085,0,0,0,11.800992718260904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,15.452060027824173,0,0,0,15.643648139983394,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,2,0,9.500222811084415,0,0,0,12.386096521868524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,1,7.960746811981403,0,0,0,15.569701063738094,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,15.789403573310638,0,0,0,9.968912122120123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,5.288854709387413,0,0,0,15.361640789194174,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,7.226950219504893,0,0,0,12.250849262711625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,5,0,9.704368135318235,0,0,0,10.653217466304167,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,12.140697387802968,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,-2.4047385239985353,0,0,0,10.860709525534812,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,9.998273575448708,0,0,0,14.058098630121393,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,7.607124173565279,0,0,0,13.797863238383803,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,14.16856251461671,0,0,0,11.726273273851428,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,13.175954573255064,0,0,0,10.730535087478453,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,7,0,13.588034001264088,0,0,0,11.475583179232128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,7.822192474018898,0,0,0,10.942783035720874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,2,3,0,7.305350880145443,0,0,0,14.957158814634054,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,2,1,0,12.27830849931809,0,0,0,14.029514540442484,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,4.90268147343466,0,0,0,14.911258775126054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0.7825566810065498,0,0,0,13.996063638061713,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0.009966240381495555,1,0,2,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,8.78313304750429,0,0,0,10.653217466304167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,0.7825566810065498,0,0,0,14.645077630971892,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,3,0,10.23296683187922,0,0,0,15.26882159409961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,7.066263432302386,0,0,0,13.991275848357548,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,7.226950219504893,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,11.094222110354858,0,0,0,12.386096521868524,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,7.891930731534395,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,2,1,0,6.456680120431903,0,0,0,11.890059974897339,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,11.409672698005561,0,0,0,10.810522546374692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,9.39547602659047,0,0,0,12.37079017042044,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,16.283195594690664,0,0,0,11.06239828293094,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0.009966240381495555,0,0,0,12.66501035020906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,6.983868242305268,0,0,0,12.774255490528557,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,4.764791365422229,0,0,0,17.234403379346883,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,9.653977015499429,0,0,0,12.582222247517887,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,7.147271986941719,0,0,0,11.53504658316686,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,4.317083682884964,0,0,0,11.193310350498553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,1.322020010631007,0,0,0,11.173804142108077,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,3.6132483604972085,0,0,0,14.417964664243126,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,15.383015134189755,0,0,0,12.470666122280365,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,2,0,1,0,4.154392429372679,0,0,0,15.874611593902255,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,2,1,0,3.1938805801177828,1,0,4,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,5,15,0,10.093210646341769,0,0,0,8.807277506096922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,4.621599924877713,0,0,0,11.961025452220026,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,11.371031066699652,0,0,0,11.121563618166812,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,13.38471506120438,0,0,0,12.386096521868524,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,6.983868242305268,0,0,0,12.470666122280365,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,10.930783959355134,0,0,0,10.653217466304167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,5.164338539248802,0,0,0,7.695916657718514,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,2,0,9.551913444082864,0,0,0,14.920016945411561,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,12.244149776449735,0,0,0,10.941444172391765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,-2.4047385239985353,0,0,0,12.365114595847585,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,11.893358085412604,0,0,0,11.755508409158647,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,7.533367617780273,0,0,0,14.959339594864188,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,5.75165477138973,0,0,0,11.49315225239375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,4,0,12.446744740371697,0,0,0,12.80515691447699,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,10.459242971777526,0,0,0,12.917061991792691,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,11.214240753087424,0,0,0,12.63749672385555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,6,0,4.154392429372679,0,0,0,17.045674682321067,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,2,0,15.745158167117888,0,0,0,11.617608724641777,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,5.164338539248802,0,0,0,13.14688760848123,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,-2.4047385239985353,0,0,0,7.9967357210016905,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,1,0,12.27830849931809,0,0,0,10.670540294571547,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,14.834572799728852,0,0,0,12.667207908607125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,11.486310303809848,0,0,0,10.608002510452776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,7.066263432302386,0,0,0,10.688516577216006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,3.4106889600910395,0,0,0,12.719793551775203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,6.362619049624176,0,0,0,14.600050254048917,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,-2.4047385239985353,0,0,0,12.97305027935293,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,3,0,10.591267450145189,0,0,0,15.532540545145421,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,3,0,6.639149931100781,0,0,0,10.828191057640566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,0,4,0,5.75165477138973,0,0,0,17.809071087827167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,3,0,7.382523458369656,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,13.023302299733343,0,0,0,13.084041562832581,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,7.607124173565279,0,0,0,13.394229346070682,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,7.066263432302386,0,0,0,11.636122821547998,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,17.235860398215713,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,3,0,7.607124173565279,0,0,0,13.75382334055293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,3.4106889600910395,0,0,0,12.098346713373525,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,5,0,11.486310303809848,0,0,0,14.559358640994487,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,1,0,5.164338539248802,0,0,0,12.156638921524621,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,9.603161764587373,0,0,0,11.524436072744049,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,4.621599924877713,0,0,0,13.655249836754152,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,5.859693918529069,0,0,0,14.314576916382288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,4,0,10.720655759790066,0,0,0,11.331793129739347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,4.764791365422229,0,0,0,11.966369424397598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,6.266541086841171,0,0,0,11.758548093354154,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,7.147271986941719,0,0,0,12.714329769680557,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,9.901860160206548,0,0,0,11.577978535119833,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,7.458514453594277,0,0,0,11.49315225239375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,3.803671935308651,0,0,0,11.617608724641777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,8.481338316461375,0,0,0,11.377029487623643,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,2,2,4,0,8.664373783584963,0,0,0,15.608790449792098,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,2,0,15.899069364006051,0,0,0,12.935761747629307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,4.90268147343466,0,0,0,11.354122964275707,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,1.750018771384625,0,0,0,11.23864883330332,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,8.481338316461375,0,0,0,11.363674879718063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0.009966240381495555,0,0,0,12.156638921524621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,5.4095867131092445,0,0,0,11.49315225239375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,0,3,0,6.456680120431903,0,0,0,16.224045935253933,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0,2.705467314646658,0,0,0,14.554827512384422,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,0.009966240381495555,1,0,1,10.207409341463702,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,4,0,10.720655759790066,0,0,0,11.465527451508457,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,15.633573408945981,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,9.704368135318235,0,0,0,11.828169967782607,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,12.209829622740944,0,0,0,13.041912311089083,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,10.140142764289097,0,0,0,11.173804142108077,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,9.500222811084415,0,0,0,14.232606071670448,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,9.603161764587373,0,0,0,11.193310350498553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,15.877243209046203,0,0,0,12.935761747629307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,8.481338316461375,0,0,0,10.94813630795439,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,6.362619049624176,0,0,0,11.524436072744049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,6,0,9.500222811084415,0,0,0,11.755508409158647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,17.235860398215713,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,13.841988217954848,0,0,0,11.222484661920577,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,10.88928998957976,0,0,0,13.524105055960415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,7.147271986941719,0,0,0,12.779684203101484,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,7.226950219504893,0,0,0,14.610423770409204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,-2.4047385239985353,1,1,4,10.133668720465554,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,12.67626779756915,0,0,0,10.352827401805879,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,5.288854709387413,0,0,0,11.69938769886306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0.7825566810065498,1,11,4,11.009449908333028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,11.674272041747964,0,0,0,13.394229346070682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,8.78313304750429,0,0,0,11.755508409158647,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,10.763221518140034,0,0,0,10.841756183289997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,-2.4047385239985353,0,0,0,11.108452133669488,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,15.611087183759484,0,0,0,12.098346713373525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,8.956706451254403,0,0,0,12.191432718873843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,5.6407572737309595,0,0,0,11.430238696249864,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,-2.4047385239985353,0,0,0,13.302219349216834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,14.379231309896554,0,0,0,14.27926098550724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,12.74056603498232,0,0,0,10.495602857027512,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,5,0,17.29233977350095,0,0,0,11.800992718260904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,3.4106889600910395,0,0,0,12.093081686667636,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0.009966240381495555,0,0,0,10.614975266614522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,12.209829622740944,0,0,0,13.455087445773929,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,6.168335789554839,0,0,0,11.67916867686006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,8.161950459171436,0,0,0,12.60990090378679,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,8.78313304750429,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,6.168335789554839,0,0,0,13.505513340120801,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,12.035739622363375,0,0,0,11.121563618166812,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,0,2,0,3.803671935308651,0,0,0,15.753649965061928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,5,0,17.29233977350095,0,0,0,11.800992718260904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,13.897342387691523,0,0,0,11.800992718260904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,9.95025495863329,0,0,0,11.800992718260904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,2,1,0,7.382523458369656,0,0,0,18.03161974819013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,0,0,1,0,6.639149931100781,0,0,0,14.058098630121393,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,0,0,15.789403573310638,0,0,0,12.935761747629307,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,12.209829622740944,0,0,0,12.45999726022812,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,3,5,0,13.530477793792672,0,0,0,14.884940792442006,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,3,0,9.95025495863329,0,0,0,14.185736796518551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,10.763221518140034,0,0,0,14.394976953500777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,2,3,0,8.161950459171436,0,0,0,14.887136454951369,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,4,0,10.278871284055336,0,0,0,10.942783035720874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,8.78313304750429,0,0,0,14.072360374169069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,4,0,12.772509391185919,0,0,0,11.800992718260904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,8.956706451254403,0,0,0,12.681479337306826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,-2.4047385239985353,0,0,0,11.108452133669488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,12.545983583155214,0,0,0,10.653217466304167,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,9.653977015499429,0,0,0,14.058098630121393,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,6,13,0,11.748060997894115,0,0,0,12.49756369574472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,7.458514453594277,0,0,0,14.22792883265572,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,4.764791365422229,0,0,0,13.505513340120801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,2.1104769557146987,1,0,1,12.60990090378679,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,11.486310303809848,0,0,0,13.317615333449439,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,11.893358085412604,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,8.291979901117552,0,0,0,11.06239828293094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,2.9600540602360894,0,0,0,13.90953213401378,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,7.305350880145443,0,0,0,12.779684203101484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,5.035730628699913,0,0,0,10.390915098405687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,11.371031066699652,0,0,0,10.653217466304167,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,3,0,7.305350880145443,0,0,0,14.880548101836908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0.009966240381495555,0,0,0,12.774255490528557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,5,0,4.472572688289471,0,0,0,15.167503710687742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,3,0,10.278871284055336,0,0,0,12.925080722731874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,8.89943687365904,0,0,0,8.850662396639471,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,14.274571628397123,0,0,0,11.042582340951169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,14.482583255828903,0,0,0,15.12808215011518,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,5,0,9.653977015499429,0,0,0,11.49315225239375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,9.342399733037515,0,0,0,11.173804142108077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,13.29593354631596,0,0,0,10.401661273819137,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,5,0,13.38471506120438,0,0,0,11.222484661920577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,12.961377558636208,0,0,0,12.935761747629307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,16.489826425281745,0,0,0,11.06239828293094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,7.960746811981403,0,0,0,14.22792883265572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,11.711263606909977,0,0,0,13.797863238383803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,1.750018771384625,0,0,0,12.882234902847564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,14.456865666443797,0,0,0,10.954154573493684,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,15.877243209046203,0,0,0,12.935761747629307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,2,0,5.288854709387413,0,0,0,16.89984670888002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,18.50914180150958,0,0,0,12.774255490528557,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,3,0,7.066263432302386,0,0,0,15.643648139983394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,10.847534355941391,0,0,0,12.828401026712966,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0.009966240381495555,0,0,0,11.366856458335095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,6.900026201446486,0,0,0,9.268720161618754,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1.322020010631007,1,0,5,10.133668720465554,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,9.853081807484557,0,0,0,11.703670525569978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,-2.4047385239985353,0,0,0,14.185736796518551,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,1,3.803671935308651,0,0,0,11.800992718260904,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,2.424863699619117,0,0,0,13.250720933843356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,11.821083210735246,0,0,0,10.653217466304167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,-2.4047385239985353,0,0,0,10.942783035720874,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,14.785180147020249,0,0,0,14.01519204537903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,10.50355226334518,0,0,0,11.173804142108077,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,5.4095867131092445,0,0,0,11.858268230462562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,4,1,14.785180147020249,0,0,0,15.629308295888395,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,4,0,8.355835442431552,0,0,0,13.447500994071786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,1.750018771384625,0,0,0,10.059217397725545,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,0,0,17.963270927901302,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
